95;Professor J. Werder-Stiftung;;;WERDER;Postfach 1009;;3000;Bern 6;;Die Stiftung bezweckt die Verabfolgung einer Werder-Medaille, sowie eines vom Stiftungsrat jeweils festzusetzenden Werder-Preises und einer Urkunde an solche Personen schweizerischer Nationalität, die sich im Gebiet der Lebensmittelchemie ausgezeichnet, oder in andere Weise grosse Verdienste um die Kontrolle, Gesetzgebung oder Technologie der Lebensmittel erworben haben. Die Werder-Medaille kann ausnahmsweise auch an ausländische Forscher verliehen werden. Aus dem Stiftungsvermögen sind ebenfalls die Verwaltungskosten der Stiftung zu decken.
97;Sterbekasse garaNto;;;STERBEKASSE;Monbijoustrasse 61, Postfach;;3000;Bern 23;;Die Mitglieder der Zentralsterbekasse und ihre Familien bei Sterbefällen unterstützen.
99;;Institut Suisse de Police (ISP), Istituto Svizzero di Polizia (ISP), Swiss Police Institute (SPI), Schweizerisches Polizei-Institut (SPI);;ISP PSI;Postfach 146;;2009;Neuchâtel;;La Fondation a pour but de mettre en oeuvre une stratégie nationale de formation pour la police suisse. Il lui incombe d'obtenir un large appui politique ? cet effet. Elle a également pour but de développer les instruments didactiques nécessaires. Elle garantit l'uniformité de la formation de police au niveau de la formation de base et de la formation continue. Elle propose aux cadres une formation professionnelle de haut niveau. Elle encourage la coopération nationale et internationale avec les hautes écoles spécialisées, les hautes écoles et les organes de formation de police. Elle soutient également la recherche universitaire en mati?re de police et tient un service de documentation.
101;Stiftung Exportförderungsfonds der schweizerischen Feingewebe-Industrie;;;FEINGEWEBE;Fürstenlandstrasse;142;9014;St. Gallen;;Unterstützung der schweizerischen Feingewebe-Industrie.
102;Stiftung der SGR-SSR für Forschung, Fort- und Weiterbildung;;;SGR-SSR;Moosstrasse;2;3073;Gümligen;;"Die Stiftung hat folgende Zweckbestimmung: - Ausrichten von Stipendien an jung Radiologinnen und Radiologen in der Schweiz zur Förderung der Weiterbildung an ausländischen Institutionen/Kliniken. - Zusprechen eines ""Jubiläumspreises"" zur Förderung der radiologischen Forschung in der Schweiz. - Verleihen eines ""Posterpreises"" zur Förderung des wissenschaftlichen Nachwuchses (Radiologie) in der Schweiz. Die Stiftung kann weitere Unterstützungsaufgaben im Sinne der vorstehenden Förderungsabsichten wahrnehmen. Sie sind vom Stiftungsrat zu beschliessen und der Stiftungsaufsicht zur Kenntnis zu bringen."
104;Kiefer-Hablitzel-Stiftung;;;KIEFER;Postfach;;3000;Bern 7 Bärenplatz;HTTP://WWW.KIEFERHABLITZEL.CH;Dient der Förderung kultureller, wissenschaftlicher, künstlerischer und ähnlicher Bestrebungen. Die in Sechzehntel aufgeteilten Vermögenserträge werden im Rahmen von Preisen jungen Kulturschaffenden sowie verschiedenen Institutionen zugedacht.
105;Stiftung Gewerkschaftsschule Schweiz;;;GSS;Monbijoustrasse;61;3007;Bern;;Gemäss Stiftungsurkunde von 1946 ist der Zweck der Stiftung die Errichtung und der Betrieb einer ständigen Arbeiterschule. Diese soll vor allem der Schulung der Vertrauensleute und der Gewerkschaftsmitarbeitenden dienen. Die Stiftung hat ausschliesslich gemeinnützigen Charakter. Sie verfolgt keinen Erwerbszweck und strebt keinen Gewinn an.
106;Stiftung für Schweizerische Rechtspflege;;;RECHTSPFLEGE;St. Niklausstrasse; 1;4500;Solothurn;;Förderung von Studien auf allen Rechtsgebieten, insbesondere auf dem Gebiete des Privat-, Verfassungs-, Steuer- und Wirtschaftsrechtes.
108;Schweizerische Technische Fachschule Winterthur (STFW);;;TECHN FACHSCHULE;Schlosstalstrasse;139;8408;Winterthur;HTTP://WWW.STFW.CH;Vorbereitung und Durchführung von Kursen für die berufliche Aus- und rufen des Metallgewerbes, der Maschinenindustrie und verwandter Berufszweige in allen Landesteile.
110;Stipendienkasse für den Schweizer Buchhandel;;;STIPENDIENKASSE;Monbijoustrasse;33;3011;Bern;;Die Stiftung richtet Stipendien und Ausbildungsbeihilfen an - Angestellte des Verlagswesens, des Zwischenbuchhandels und des Buchhandels - Auszubildende des Verlagswesens und des Buchhandels - SeiteneinsteigerInnen, die im Buchhandel eine Zweitausbildung absolvieren gemäss den im Reglement der Stiftung umschriebenen Anforderungen aus. Die Stiftung kann auch Beiträge an berufsbezogene Aus- und Weiterbildungen und Tagungen ausrichten. Die BezügerInnen müssen Mitglied von syndicom sein oder die aktuelle Arbeitgeberin ist Mitglied im SBVV.
111;Pro Silva Helvetica;;;PRO SILVA;Laupenstrasse; 22;3011;Bern;;1. Die Stiftung soll im Sinne der nachstehend festgelegten Angaben der Förderung der schweizerischen Waldwirtschaft in der Richtung des Plenterprinzips dienen. 2. Die Mittel sind für solche dem Stiftungszweck entsprechende Fälle zu verwenden, wo Kredite der Eidgenossenschaft oder der Kantone oder der Gemeinden oder anderer öffentlicher Verwaltungen oder anderer Fonds und Finanzquellen nicht oder nur in ungenügendem Masse beansprucht werden können. Keinesfalls dürfen Gelder einer dem Stiftungszweck entgengenwirkenden Sache oder einer Entlastung der Eidgenossenschaft oder anderer öffentlicher Verwaltungen oder juristischer Personen dienen. 3. Der Förderung einer dem mannigfaltigen örtlichen Verhältnissen entsprechenden Plenterwirtschaft werden namentlich Massnahmen folgender Art dienen: a. Finanzielle Unterstützung solcher wissenschaftlicher (auch populärwissenschaftlicher) Arbeiten, welche geeignet sind, die Kenntnis der Plenterwirtschaft zu vertiefen und zu verbreiten und eine entsprechende fortschrittliche Entwicklung der Waldbautechnik und der Erfolgskontrolle zu fördern, sowie das allgemeine forstpolitische Verständnis für das Plenterprinzip in Volk und Behörden verbessern. b. Honorierung von geeigneten, in der Presse (Zeitung, Zeitschriften u.a.) veröffentlichten Beiträgen zugunsten der Plenterwirtschaft. Das Honorar wird auf Vorlage des Druckbeleges und Ansuchen des Verfassers vom Stiftungsrat bestimmt. Im gleichen Sinne sind auch Radio- und Fernsehr- und andere öffentliche Vorträge zu honerieren. c. Kostenentlastungen für wenig bemittelte, tüchtige schweizerische Forststudentinnen und -studenten für Arbeiten in Plenterwaldgebieten. Ausnahmsweise könne hier in besonderen Fällen auch ausländische Forststudentinnnen und -studenten berücksichtigt werden. d. Ausschreibung von Preisaufgaben, deren Bearbeitung im Sinne des Stiftungszweckes zu wirken verspricht. e. Zum Andenken an den grossen schweizerischen Forstmann Karl Kasthofer, Kantonsforstmeister in Bern, und an dessen tragisches Forstmannsschicksal gibt die Stiftung eine silberne Kasthofer-Medaille heraus. Sie wird als Auszeichnung solchen Forstleuten verliehen, die in Schweizerischen öffentlichen Diensten in besonderem Masse forstlich wertvolle Leistungen im Sinne des Stiftungszweckes vollbracht haben. Dabei ist auch mutiges Eintreten für die im Wald verkörperten allgemeinen Interessen als Verdienst mitzuberücksichtigen. Die Matrize der Kasthofer-Medaille wird der Stiftung zu Eigentum übergeben. f. Bekämpfung von in unserem Lande auftretenden Strömungen und Aktionen (privaten oder behördlichen Ursprungs), die eine gesunde Entwicklung der Waldwirtschaft gefährden. g. Optimale Nutzung der eigenen Ressourcen durch enge Zusammenarbeit, mit Gruppen ähnlicher Ausrichtung. Gegenwärtig sind dies vor allem die Schweizerische Arbeitsgemeinschaft Naturgemässe Waldwirtschaft (ANW Schweiz) die Schweizerische Gebirgswaldpflegegruppe (GWG) und die Abeitlung Waldentwicklung an der WSL. 4. Damit soll das Arbeitsprogramm der Stiftung aber nicht abschliessend festgelegt sein. Es ist vielmehr Sache des Kuratoriums, von Fall zu Fall zu entscheiden, auf welche zweckmäsige und den verfügbaren Mitteln angemessene Art im Sinne des Stiftungszweckes gewirkt werden kann. 5. Sub. Lit. a und b können ausnahmsweise auch ausländische Arbeiten unterstützt werden. 6. Solche Arbeiten und Massnahmen, die der grundsätzlichen Aufgabe der Stiftung und dem Plenterprinzip widersprechen, sind im Stiftungsprogramm ausgeschlossen. 7. Mit periodischen Bekanntmachungen sorgt der Stiftungsrat dafür, dass die Interessenten darüber informiert werden, für welche Zwecke die Stifung arbeitet und beansprucht werden kann.
113;Ludwig Borchardt-Stiftung;;;BORCHARDT;Postfach 1126;;8201;Schaffhausen;;Betrieb des Schweiz. Institutes für Ägyptische Bauforschung und Altertumskunde Kairo, mit Ausgrabungsplätzen in Oberägypten, Publika tion der Forschungsergebnisse.
114;;Fondation Auxiliaire de l'Institut de Droit International;;AUXILIAIRE;Chemin Eug?ne-Rigot;2;1202;Gen?ve;;Promouvoir et encourager l'étude et le développement du droit international et en assurer le progr?s, notamment en mettant ? la disp osition de l'Institut de droit international les ressources qui lui seront nécessaires pour faire face aux dépenses de son secrétari at, de ses publications, de ses sessions et de ses autres services réguliers.
